#{"t_start": 1680618620.5619814, "env_id": null}
r,l,t
-0.209126,798,15.495865
0.296258,1666,35.448927
-0.000771,956,46.476265
0.36494,2022,70.496044
0.042971,1102,84.352511
0.191059,1245,98.82504
-0.004623,1253,114.090027
0.35258,1804,135.765235
0.582757,1331,152.34095
0.177701,1233,166.650425
0.200357,1232,181.737547
0.209014,1252,196.943296
0.272734,1596,215.743326
0.36097,1759,237.080189
0.11165,940,247.794722
0.585196,1173,262.052264
0.487152,1460,280.040301
0.217277,1670,299.9905
0.10865,1444,317.233394
0.221277,1237,332.484731
0.013862,898,343.348797
0.244384,1438,360.384756
0.297378,1247,375.573317
0.143564,1009,387.852867
0.34994,1453,404.698465
0.550607,1339,420.131447
0.321258,1831,442.56352
-0.150159,1207,456.676237
0.274783,839,467.300693
-0.174979,617,474.854721
0.59314,959,485.928885
-0.071913,1124,499.785774
0.068959,1117,513.492543
0.35197,1571,532.285683
0.230688,1348,547.85951
0.35197,1198,562.778036
-0.089118,857,572.234677
0.057971,952,584.103354
0.197297,1077,596.463809
0.514368,1154,610.310973
0.31045,1826,633.237673
0.598026,1162,647.373414
0.042437,1175,661.404036
0.295799,1625,681.604767
-0.147111,1191,695.896099
0.259527,2018,720.595149
0.230936,1713,740.85102
0.118519,1326,756.577826
0.087668,1179,771.727233
0.552639,1396,787.459887
0.535719,1511,806.074966
0.242783,1778,827.778393
0.135272,1234,843.409334
0.371908,1887,866.731896
0.279863,1749,887.229335
-0.000775,1112,900.645164
0.010855,1205,914.664349
0.636234,989,926.559214
0.267378,1718,946.421853
0.18223,1565,966.352822
0.19023,1413,983.279476
-0.084274,1003,995.996242
0.346308,1482,1013.979606
0.254384,1395,1031.272479
0.117519,1416,1048.426856
-0.089118,1309,1064.00166
-0.011138,758,1073.456068
0.062948,1559,1091.892384
0.086302,1431,1109.664215
0.212692,1206,1123.458683
0.37997,1895,1146.621102
0.25422,1602,1165.611773
0.359808,1926,1189.187743
-0.083913,971,1201.542576
0.234589,1519,1220.269446
0.005402,1372,1237.111561
0.185059,1246,1251.476462
0.37197,1674,1271.396582
-0.11233,615,1279.010865
0.35197,2616,1311.609653
0.028518,1160,1325.718545
0.467726,1595,1344.280744
0.115028,1225,1359.524373
0.32845,1435,1376.930275
0.191297,1264,1392.747741
0.260378,1404,1410.502486
0.167272,1080,1423.217164
0.369843,1477,1441.541211
0.319206,1658,1461.553221
0.074728,1208,1475.665178
0.548189,1356,1492.455154
0.298924,1191,1506.467877
0.082302,1172,1520.403888
-0.088675,1364,1537.501266
0.441694,2158,1565.318418
-0.16144,966,1577.268431
0.121432,1275,1593.708437
-0.032113,1394,1609.985203
0.519243,1047,1621.775052
0.425078,1833,1643.30417
0.122792,1632,1661.59155
0.001028,1020,1673.228978
0.259378,1687,1692.216984
0.165921,1153,1706.94399
-0.011295,878,1716.499381
0.563248,1254,1730.965372
0.542607,1346,1746.834907
0.020518,1302,1761.908933
0.518552,1404,1778.221351
0.348908,1921,1800.356223
0.339843,1550,1818.066865
-0.062674,1205,1831.394082
0.351621,1998,1854.393761
0.391613,1838,1874.967459
0.438529,1285,1889.749467
0.532383,1598,1908.819521
0.358737,1457,1925.260255
0.335661,1503,1943.070518
0.507877,1409,1959.162694
0.050994,979,1970.842567
0.323404,1286,1985.961279
-0.075274,619,1993.231571
0.216277,1563,2013.2039
-0.002771,983,2025.088174
0.588066,1541,2044.314266
0.36894,1621,2062.910535
0.702403,983,2074.292737
0.782471,735,2082.77484
0.346843,1743,2101.698065
0.290098,1390,2117.559944
0.286453,1344,2132.296377
0.182866,1070,2144.866098
0.122023,1410,2160.51511
0.52769,1050,2171.871964
-0.243389,915,2181.830578
0.129564,1189,2195.841496
0.237564,1362,2210.372499
0.536995,1302,2224.631061
0.657484,1124,2237.301429
0.249965,1405,2253.078815
0.291153,1466,2270.074392
0.720333,909,2280.138974
0.226589,1409,2295.766322
0.57597,1104,2307.565963
0.505225,1582,2325.847925
0.331661,1372,2340.503596
0.227053,1646,2358.932651
0.51178,1290,2373.406551
0.538954,1054,2385.85862
0.178557,1132,2397.662976
0.609417,727,2405.964509
0.317495,1605,2424.169536
0.286,1337,2438.796666
0.134043,1197,2451.963198
0.31245,1359,2467.572583
0.35594,1227,2481.691506
0.452734,1388,2496.57534
0.555897,1351,2511.94185
0.475724,1667,2530.649403
0.557393,1555,2547.684705
-0.056531,1435,2563.411155
0.492331,1625,2581.560798
0.468531,1588,2598.901066
0.308206,1718,2618.556669
0.180557,1224,2631.701961
0.601254,1267,2645.920212
-0.295704,757,2654.467729
0.032881,935,2665.636445
0.145238,1315,2679.944522
0.130807,1368,2695.231075
0.260453,1606,2712.569545
0.571335,1327,2726.958905
0.478706,1544,2745.167173
0.509625,1360,2759.654516
0.255167,1051,2771.190321
0.572426,1196,2785.116878
0.521885,1439,2800.940102
-0.34,653,2808.374857
0.611094,1255,2822.481225
0.100302,1300,2836.806452
0.17223,1886,2858.250896
0.236384,1589,2875.766093
0.094023,1116,2888.518988
0.102495,1594,2905.83457
0.147495,1281,2920.104252
0.35494,1688,2939.330334
0.588038,1059,2950.97753
0.160515,1063,2962.44082
0.558924,1365,2977.871629
0.140948,1017,2989.339029
0.340843,1715,3008.149826
0.228816,1290,3022.662215
-0.091675,1273,3037.144441
0.609757,1331,3052.369377
0.50974,1471,3068.399817
0.177396,1455,3084.273316
0.142807,1273,3098.497115
0.276863,2045,3121.247102
0.607755,1352,3136.707352
0.055314,1412,3152.490093
0.307357,1607,3170.166893
0.156921,1760,3190.373449
-0.012502,838,3200.779052
0.015225,1338,3215.632683
0.302527,1478,3233.203139
0.708112,891,3243.307488
0.040887,773,3252.18839
0.672288,853,3261.235342
0.04949,862,3271.278678
0.212053,1665,3290.533495
0.526613,1045,3302.509899
0.70249,1062,3315.993821
0.272799,1420,3333.145315
0.058959,1128,3346.924581
0.555484,1124,3359.807204
0.579642,1245,3375.051143
0.475042,2071,3399.924043
0.301308,1554,3418.216075
-0.095118,958,3430.446065
0.299206,1591,3449.295474
0.266053,1337,3465.932858
0.004643,1111,3478.520002
0.412416,1589,3498.258796
0.182557,1396,3515.1425
-0.34,811,3524.771183
0.030136,1163,3538.598022
0.435408,1930,3560.408447
0.193014,1388,3576.392796
-0.091675,1026,3587.990402
0.238564,1066,3599.642537
0.496281,1459,3616.588251
0.449841,1594,3633.914497
0.312206,1508,3651.141335
0.325621,1970,3672.752952
0.235876,1799,3692.801764
0.71707,854,3702.636904
0.187866,1719,3722.649194
0.214297,1159,3735.792566
0.036225,1133,3747.717238
0.331621,1613,3766.477213
0.680876,1181,3779.510572
0.257453,1213,3793.733659
0.574885,1439,3809.794586
0.183557,1456,3825.707838
0.517484,1124,3838.455727
0.07187,1257,3852.595418
0.061484,1179,3865.942179
0.544891,1620,3884.293366
-0.132121,851,3894.039914
0.649809,1012,3904.730886
0.598178,1342,3920.095649
0.120344,1065,3931.747108
0.546059,1048,3943.294376
0.210053,1411,3958.964763
0.312495,1906,3980.196535
0.114023,1363,3995.542024
0.555109,1583,4012.962463
0.467352,1320,4028.128417
-0.341,538,4033.905165
0.677846,897,4043.91508
0.507186,1591,4061.20671
0.611885,1296,4075.562071
-0.088675,1292,4091.117446
0.521401,1747,4110.681627
0.337621,1568,4128.336792
0.576343,691,4136.602443
0.063421,912,4147.038756
0.277527,1200,4160.470852
0.37097,1384,4176.305866
0.178495,1539,4193.946043
0.102926,1095,4206.839688
0.483171,1832,4227.351449
0.141057,1459,4243.616108
0.129519,1225,4258.021635
0.150124,1519,4275.529996
0.01655,901,4285.705831
0.165057,1154,4298.797936
0.148564,913,4308.959923
0.614729,1188,4321.946188
0.353737,1448,4338.77211
0.093023,1224,4351.9899
0.153043,1355,4367.54233
0.481144,1876,4387.774116
0.08587,1049,4400.290937
0.489678,1649,4418.963476
0.175701,1403,4434.059775
0.433136,1910,4455.668929
0.126519,1503,4472.749919
0.465974,1379,4488.340888
0.503976,1567,4505.832642
0.715425,899,4515.852976
0.015881,927,4526.043385
0.507187,1452,4542.85811
-0.035295,1094,4554.51809
0.606096,1223,4568.615863
0.496335,1841,4589.277127
0.324621,1975,4612.071309
0.468574,1579,4629.735074
0.538347,1547,4647.491574
0.596794,1105,4660.252706
0.123792,1461,4676.163871
0.382301,1748,4696.017477
-0.134121,1095,4707.858303
0.219432,1265,4722.202675
0.743381,752,4730.608249
0.462,1751,4750.356609
-0.018502,1114,4762.026683
0.343699,1987,4784.767811
-0.344,612,4791.98292
0.335773,1337,4806.616432
-0.029422,714,4815.152374
0.065305,996,4826.505159
0.302357,1798,4846.671583
0.310042,2118,4869.966268
0.34994,1728,4889.800222
0.201432,1432,4905.635499
0.366773,1361,4921.468394
-0.048422,927,4931.768029
-0.021295,1040,4943.342564
0.046136,967,4953.852458
0.143807,1400,4969.809473
0.530849,1478,4986.739385
0.287863,1269,5001.219321
0.202692,1484,5017.552063
0.313308,1611,5036.215589
-0.041298,777,5044.867123
0.292153,1463,5061.849582
0.472614,2188,5086.60974
0.680636,898,5096.589704
0.053887,1208,5109.897209
0.698211,1149,5122.671472
-0.196557,913,5132.672828
-0.079591,1256,5147.265236
0.183714,1410,5163.090096
0.327699,2020,5186.078418
0.623432,1279,5200.474032
0.300308,2038,5223.944845
0.292527,1409,5239.894394
0.38694,1516,5257.172964
0.35297,1608,5274.682654
0.548124,1468,5291.893407
-0.170791,1194,5305.147111
0.182866,1509,5322.540303
-0.157677,979,5333.12213
0.159515,1387,5349.073024
0.033518,952,5360.54815
0.230488,1890,5381.360235
0.153921,1650,5400.32511
0.35794,1967,5423.108675
0.514966,2072,5446.468728
0.11865,917,5456.567883
0.50733,1355,5472.286735
0.396119,1682,5491.123705
0.240816,1019,5502.731107
-0.013942,966,5513.315768
0.225384,1319,5528.965958
0.35797,1776,5548.47414
0.37794,2104,5573.073294
0.275598,1356,5587.908343
0.48877,1055,5600.408177
-0.136111,972,5610.834406
0.176396,1320,5626.470021
0.490096,1922,5648.327425
0.599889,1145,5661.415296
0.072421,1101,5673.373691
0.105028,1559,5691.317049
0.148272,786,5700.236743
0.231384,2085,5725.04166
0.566826,1543,5742.682064
0.370302,1758,5762.986556
0.463674,1816,5783.550745
0.06749,750,5792.352622
0.257378,1326,5807.03337
0.030518,1055,5818.68777
0.323661,1476,5836.16872
0.227488,1206,5849.594887
0.341876,1343,5865.471511
-0.089041,1286,5880.442847
0.503213,1507,5896.988096
0.201564,1257,5911.826651
0.230621,1371,5928.144929
0.146807,1256,5942.948762
0.461301,1943,5964.992688
0.342808,1847,5985.52543
0.33558,1504,6003.079978
0.449841,1594,6022.645684
0.450833,1502,6039.541019
0.434386,1942,6063.463652
0.476603,1745,6083.753951
0.188014,1653,6103.363189
0.347843,1517,6121.177904
0.492894,1337,6136.634088
-0.069913,743,6145.617011
0.095139,1012,6157.571836
0.444225,1681,6177.023634
0.316258,1466,6194.668253
0.446583,1796,6215.743192
-0.11533,816,6225.18205
0.441875,1913,6248.28342
0.559368,1215,6263.723622
0.565958,1501,6281.795277
-0.329,816,6292.53823
0.493115,1618,6311.535882
0.475036,1070,6325.230255
0.206692,1476,6342.946611
0.330699,1642,6362.778564
0.650181,934,6373.650766
0.544109,1242,6388.931136
0.176059,1246,6404.061615
0.248167,1038,6416.890991
0.666477,760,6426.235595
0.460771,2115,6451.708419
0.350773,2013,6476.435416
0.24922,977,6488.407927
0.298153,1452,6505.260869
0.654523,1118,6518.919887
0.446694,2158,6544.562004
0.250965,1655,6564.423909
0.086926,1382,6580.37198
-0.020623,946,6592.264196
-0.082337,1332,6607.982719
0.433118,2070,6632.595228
0.134043,1214,6647.688895
0.309734,1609,6666.427161
0.270734,1670,6687.105469
0.544574,1579,6706.768667
0.016302,1251,6721.056486
0.368876,1771,6742.433026
0.497383,1598,6762.73797
0.271598,1302,6778.552567
0.545657,1123,6792.887048
0.328404,1146,6807.090486
0.468644,1318,6823.127139
0.313308,1548,6842.021439
0.531878,1585,6861.236839
0.278667,1153,6875.035861
0.410905,1742,6896.386442
0.341808,1435,6913.322745
0.538186,1540,6931.917734
0.50607,1415,6948.994963
0.533101,1021,6961.516516
0.544248,1254,6977.065021
0.455186,2056,7002.526242
0.308042,1341,7019.245758
0.195866,1651,7039.582637
0.542085,1371,7055.62609
-0.043345,1084,7069.443371
0.105703,1144,7083.273569
0.032881,890,7094.044217
0.489317,1451,7111.544741
0.146807,1404,7129.038409
0.346908,2024,7154.187896
0.470507,1571,7173.097499
0.473595,1480,7191.536077
0.454365,973,7202.826272
0.51198,1517,7221.347555
0.38794,1409,7238.406844
0.37694,1731,7259.465137
