#{"t_start": 1680618620.7379794, "env_id": null}
r,l,t
0.481325,1334,21.711144
0.050437,1223,35.630146
0.253053,1156,50.490248
0.221936,1299,65.667209
0.343876,1781,87.36652
0.598205,1179,101.393135
-0.173979,726,109.474281
0.242589,1503,127.845206
0.2603,1564,146.478542
-0.133189,967,158.505563
0.364621,1248,173.758401
0.315863,1410,190.60395
0.03632,876,201.397053
0.497023,1655,221.341551
0.226277,1442,238.374816
0.493079,1673,258.390096
0.335737,1364,274.342167
0.654251,1377,290.817571
-0.167677,1052,303.273921
0.119948,1812,326.147284
0.162883,1663,346.145161
0.286453,1266,361.445944
-0.113719,881,371.180978
0.296098,1871,393.921488
0.037887,1040,406.085433
0.210053,979,418.081074
0.100023,1193,431.871973
0.333538,1568,450.299101
0.230688,1632,470.393508
0.239783,1616,490.310326
0.170701,1901,513.317546
0.2583,2151,538.480998
0.312495,1952,562.542551
0.377109,1583,580.959906
0.532529,1375,597.542007
0.315258,1486,614.777946
-0.344,1068,628.568152
0.266965,1734,649.065772
-0.092603,674,657.92463
0.094926,957,669.243386
0.168883,1613,689.306278
0.252688,1545,708.145714
0.443589,1195,722.192161
0.520082,1315,737.689214
0.220384,1863,760.772095
0.05032,1085,773.510016
0.35497,1459,791.481138
0.073959,897,802.541336
0.110322,816,812.060636
0.237167,1329,827.764396
-0.341,678,836.958384
-0.076591,765,846.382959
0.179059,1629,865.510433
0.425397,2134,891.60958
0.137272,2077,916.020547
0.335737,1897,938.55773
0.36694,1502,957.150481
0.373808,1726,977.228368
0.127564,2037,1002.745547
0.137043,1526,1021.642201
0.140384,1671,1042.209283
0.277734,1713,1063.476667
0.050971,1771,1085.107349
0.172453,1367,1100.589469
-0.083913,1036,1112.858318
0.149272,1764,1134.181911
0.043302,1359,1150.918224
-0.34,563,1157.379524
-0.012942,1360,1174.702187
0.062484,918,1185.65629
0.507956,2059,1210.849104
-0.168979,1080,1223.454439
0.277924,2179,1249.892459
0.186714,1330,1266.381292
0.203816,1570,1285.036909
0.223432,1244,1300.672723
0.321495,1092,1313.38204
0.437924,1924,1336.611846
-0.084274,1005,1348.836058
0.031518,1241,1364.202341
0.277598,1752,1385.967057
-0.154677,750,1394.437344
0.147711,1302,1411.767127
