#{"t_start": 1680618620.72098, "env_id": null}
r,l,t
0.438368,1215,20.276661
-0.047345,839,30.590898
0.485764,1714,50.768246
0.598535,1177,64.435611
0.35694,1493,82.752773
0.299984,1016,95.295859
0.35494,1909,118.307114
0.347908,1512,135.718237
0.36094,1339,152.358803
0.098023,1474,169.627162
0.088728,931,181.484545
0.340808,1602,200.2182
0.054994,1253,215.522329
0.028737,1163,229.180121
0.573577,1449,246.242511
0.310667,1791,268.232236
0.061959,1197,282.928179
0.105538,1202,296.867978
0.144314,1142,310.946599
0.268876,1817,332.572729
0.367699,1845,355.461869
0.522774,1630,374.174127
0.099668,1404,391.065657
-0.212126,777,400.081338
0.35797,1776,421.40304
0.137792,1213,436.310558
0.309206,1609,454.992077
0.484711,1251,470.433748
0.317404,1109,484.055371
0.027737,1030,496.563744
0.551152,1460,513.693546
-0.123719,902,524.595618
0.046994,776,533.899175
0.170883,1490,552.135818
0.305153,1232,567.172964
-0.150268,744,575.124197
0.261527,1758,596.245811
0.047994,986,608.435282
-0.037298,875,619.122978
-0.030422,1042,631.733318
0.200701,1771,653.468694
0.166921,1561,672.297303
0.305667,1337,688.166045
0.132314,908,699.2002
0.333661,1243,714.588161
0.25522,1719,735.731523
0.241488,1261,750.286129
0.225277,2147,776.596599
0.345661,1185,790.323135
-0.087274,905,802.458335
0.283863,2155,827.733394
0.531085,1371,844.971792
0.504597,1389,862.066504
-0.16344,894,872.974279
-0.227113,795,882.340795
0.498758,1676,902.171432
0.338538,1102,915.770547
0.154124,1243,930.63288
0.147921,1444,947.535463
0.28394,1490,965.082624
0.033136,954,976.996367
0.495666,1622,997.502555
0.507056,2211,1024.571488
0.490453,1615,1043.830751
0.195515,1323,1060.404964
0.268876,1259,1076.053826
0.158322,1586,1094.646172
0.442924,1924,1117.357149
0.495124,1468,1135.430118
-0.335,562,1141.926031
0.184883,1127,1155.65726
-0.062674,1118,1168.7374
0.116519,1340,1185.70629
0.158124,1218,1200.087407
0.182701,1202,1215.604593
0.535034,1295,1231.012619
0.007229,1175,1245.110722
-0.346,534,1251.329462
0.31745,1914,1274.226408
0.092368,1376,1291.383666
-0.16235,692,1299.454491
-0.099133,847,1310.102959
0.087926,1011,1322.62034
0.602094,1255,1337.843123
0.120792,1543,1356.28091
0.583587,1056,1369.040789
0.052136,1041,1381.590549
0.107668,1269,1397.557037
0.320748,1903,1421.360307
0.583789,1535,1439.898825
0.11365,1592,1458.679303
-0.333,461,1464.69434
-0.227288,540,1470.985627
0.462017,1610,1490.800342
0.291138,1534,1509.242406
0.213564,1374,1526.188025
0.490855,1060,1539.072311
0.192866,1602,1558.940402
0.51036,1443,1578.377879
-0.091603,693,1586.849732
0.009402,1315,1602.497469
0.140043,1108,1615.508242
0.302206,2093,1639.128268
0.257,1462,1656.806925
0.331661,1362,1671.630405
0.550892,1344,1687.334651
-0.017295,1044,1699.179375
-0.216029,718,1708.365569
-0.334,1017,1720.26455
0.192157,1128,1732.317176
0.439394,1530,1749.890667
0.131807,1623,1769.165975
0.773369,839,1779.402427
0.228589,1756,1798.942749
0.543622,1129,1812.060925
0.179272,943,1822.581332
0.080139,1337,1838.365869
0.520178,1342,1853.009564
0.232688,1288,1867.714679
0.2903,1761,1887.996766
0.75135,769,1896.87449
-0.347,499,1902.850085
-0.032422,881,1913.125128
0.530624,1806,1933.904775
0.014023,853,1944.241601
0.332661,1688,1963.430479
0.409527,2204,1989.011301
0.590692,1164,2003.268742
0.10765,1090,2018.033081
0.401661,1904,2042.346704
0.00155,831,2051.060227
0.280984,1439,2067.269324
0.037518,796,2076.950866
0.284378,1549,2094.057189
0.109028,1245,2107.57226
0.301598,1095,2120.193726
0.457911,1803,2140.568018
0.303258,1702,2159.231945
0.344876,1697,2178.580277
0.474428,1727,2197.468288
0.343,1708,2216.002644
-0.343,546,2222.696215
0.509204,1429,2238.466139
0.385876,1238,2252.644814
0.364699,1655,2271.268737
0.051971,1180,2284.318014
0.159701,1308,2298.632479
0.340495,1820,2318.902822
0.154711,1147,2331.636009
0.172272,1266,2345.865039
0.685404,1057,2357.341025
0.281984,1457,2374.409061
0.223924,1328,2388.747811
0.295153,1753,2408.485049
0.199297,1493,2424.424473
0.338661,1285,2438.853667
0.304258,1355,2454.582353
0.600924,1365,2470.169868
-0.053913,609,2476.209422
-0.002598,1703,2496.094342
0.519472,1354,2510.557767
0.467741,1569,2528.885298
0.297863,1547,2545.849851
0.557368,1522,2562.838156
0.011058,805,2571.432462
0.580789,1535,2588.354419
-0.17535,936,2598.587068
0.202432,1494,2615.538138
-0.107708,827,2624.28983
0.176124,1189,2638.157079
0.265876,1292,2652.558014
0.331122,1957,2674.110381
0.331661,2272,2699.526706
-0.163677,745,2707.879656
0.347876,1696,2726.480906
0.165564,1066,2738.182795
0.350843,1909,2759.421369
0.137519,1208,2772.512541
0.021402,740,2780.957161
-0.000406,1027,2792.345414
0.675783,1028,2803.977892
0.343773,1629,2822.405226
0.232297,1298,2836.725453
-0.35,669,2844.074411
0.265598,1597,2862.532549
0.517572,1220,2875.721097
0.71353,1003,2887.071178
0.234783,1185,2900.102517
-0.16235,859,2909.896945
-0.036298,861,2919.743251
0.292042,1758,2939.329334
0.502422,1136,2952.016745
0.475033,2058,2974.775433
0.36397,1608,2992.320186
0.456301,1748,3012.202981
0.074538,1487,3028.536072
0.532919,1559,3046.632667
