#{"t_start": 1680618620.7879794, "env_id": null}
r,l,t
0.60918,1349,21.720144
0.292924,1293,36.996639
0.336808,1483,55.238012
0.257453,2233,81.290633
0.352773,1395,98.463044
0.267138,1892,121.406368
-0.091282,973,132.577192
0.058994,1244,147.875785
0.262378,1315,163.489306
-0.026502,1056,176.886717
0.485855,2170,202.886657
0.35394,1838,224.619752
-0.006771,1164,238.487876
0.071139,1003,250.598066
0.121344,1176,264.972714
0.159701,1318,280.115302
0.599612,927,291.967794
0.359808,1709,312.380745
0.054437,958,323.467916
-0.24635,549,330.758472
0.132564,885,341.50853
-0.027282,996,352.691219
0.187866,1473,370.92333
0.621238,804,380.323103
0.289799,892,390.924657
0.164515,1251,405.973433
0.113238,1338,421.40204
0.214014,1348,437.863598
0.227488,1223,452.950901
0.323621,1722,473.335546
0.560874,1151,487.28882
0.244965,1354,504.117828
0.081302,1050,516.440694
-0.096118,1180,530.514914
0.115238,1230,545.727369
0.086057,1056,558.160515
0.279799,1643,577.712334
0.191866,1030,589.858609
-0.022623,1510,608.157282
0.529894,1462,625.536099
-0.34,782,634.790941
0.201692,1352,651.785729
0.018518,1100,664.547392
0.101926,1113,678.527904
0.365808,1319,694.300588
0.334699,1653,714.513161
0.223277,1503,732.771561
-0.046298,1402,749.909132
0.071139,1619,768.909048
0.565632,1258,784.139984
-0.038531,1358,801.036131
-0.057674,936,812.088636
0.344876,1644,832.316344
0.142272,995,844.770795
0.020402,1290,860.427938
0.496826,1543,879.077022
-0.137121,966,891.23358
0.47885,1694,911.137577
0.214936,1688,930.79288
-0.028298,894,941.361227
0.382347,1547,960.279605
0.051994,1031,972.395917
0.192157,1592,992.562902
-0.239923,856,1002.636549
-0.063623,1091,1016.783605
0.210816,1115,1029.655745
0.351538,2072,1055.7052
0.25022,1334,1071.578397
0.252138,1442,1088.527209
0.238564,1397,1105.107979
0.107344,995,1117.247148
0.162701,2045,1141.880139
0.31758,1433,1158.938996
0.231488,1052,1171.794308
0.309357,1682,1193.239553
0.352808,1853,1215.61359
0.599101,1021,1227.853033
0.204564,1515,1246.443926
0.276598,1559,1264.82409
0.083926,1474,1283.128211
0.518644,1271,1297.807575
0.654783,1028,1310.255142
0.135238,1402,1327.33662
-0.044406,987,1339.488276
0.431625,1360,1356.191909
0.149564,1261,1371.838314
0.1803,1390,1388.019087
0.112668,1152,1402.598521
0.191866,1396,1419.944619
0.08665,1804,1441.691215
0.172396,1653,1461.715436
-0.207029,860,1472.376281
0.318308,1395,1489.269042
0.137043,1330,1504.936694
0.251589,1617,1524.795101
0.707413,1079,1537.602479
0.670453,625,1545.694158
0.565192,1167,1560.636329
0.315357,1859,1585.117702
0.260843,1549,1603.835774
0.216277,1563,1621.557056
-0.001138,1328,1637.298021
0.284799,1072,1649.405384
0.036887,1327,1664.2265
0.352876,1723,1684.497165
-0.208301,843,1693.453009
-0.104312,617,1700.713852
0.057887,1034,1713.269874
0.33445,1412,1729.352033
0.20123,1509,1746.860908
0.337661,1621,1766.029039
0.036737,943,1776.713851
0.545107,1132,1790.084538
0.134314,1204,1803.343399
0.206692,1465,1820.787173
0.137272,1447,1837.003401
0.333773,2095,1861.324383
0.322538,1324,1875.97992
0.208564,1543,1893.697502
0.416896,1936,1916.076693
0.388742,1410,1932.313521
0.009058,762,1941.339759
0.366876,1767,1961.856467
0.569572,1220,1975.58348
0.30845,1564,1994.683191
0.342808,1492,2013.2879
0.173883,1064,2027.653854
0.649268,1108,2041.133963
0.014225,744,2049.582705
0.338843,2231,2074.464272
0.071139,1282,2089.721709
0.460637,1464,2105.791523
-0.130189,847,2115.634856
0.370815,1310,2130.229537
0.613798,1244,2144.451103
0.162057,976,2154.855289
0.364219,1635,2172.974951
0.343,1376,2188.591237
-0.17235,1074,2200.120181
0.35045,1878,2221.217261
0.35497,1642,2239.619186
-0.351,555,2245.61202
-0.173979,706,2253.017323
0.130807,1428,2269.861394
0.195866,1404,2285.518025
0.77907,854,2294.35117
0.245053,1939,2316.042493
0.151519,1028,2327.435426
0.446966,1509,2344.432824
0.405931,2339,2370.271909
0.581871,1387,2386.012623
0.218936,1513,2402.899785
0.485878,1585,2420.170991
0.116344,1083,2432.632069
0.537189,1274,2447.149766
0.329258,1860,2467.572783
0.063421,1064,2480.058042
0.337737,2025,2502.987711
0.328538,1900,2523.532491
0.33358,1728,2543.046697
0.684874,1049,2554.603809
0.301153,1137,2567.214678
0.251384,1247,2581.166799
0.593796,1270,2595.454355
-0.223029,1278,2609.654846
0.166059,1317,2624.040829
0.213167,1221,2637.17087
0.055881,1481,2654.128733
0.479976,1477,2671.023144
-0.120312,793,2679.680524
0.051484,1148,2692.328483
0.680154,969,2702.631724
0.114948,1168,2715.33839
0.265488,1613,2733.790234
0.479541,1894,2754.985479
-0.142111,700,2762.25842
-0.122489,941,2773.52651
0.489815,1804,2793.473111
-0.030422,897,2803.639895
0.154322,1421,2819.546852
0.223277,1288,2833.715292
0.311495,1580,2850.973192
0.604439,1299,2865.597697
0.641466,803,2875.297095
0.509735,1425,2891.05813
0.17523,1104,2902.794339
0.292098,1742,2922.536658
0.192714,1329,2936.718546
-0.351,1017,2948.137724
0.510823,1402,2963.8111
0.011058,883,2973.650248
0.299042,1326,2989.053032
0.471243,1810,3009.254145
0.343843,1937,3031.128053
0.115023,1193,3044.057451
0.424787,1648,3062.438121
0.134043,1207,3075.467058
0.290863,1276,3089.785546
0.36897,1451,3106.634569
0.569832,1231,3119.597814
0.272699,1206,3133.660542
0.507774,1630,3152.088828
0.39566,2232,3176.84086
0.013402,829,3185.703401
0.409545,1828,3207.997349
0.202432,1370,3223.077244
0.04449,1131,3236.151453
0.166701,1645,3255.07423
0.18423,1331,3270.745683
0.229688,1558,3288.716289
0.570335,1327,3303.65145
0.17523,921,3314.584637
0.25222,1712,3335.992068
0.47241,1737,3356.461054
0.346,1464,3374.633143
0.056737,1093,3387.245355
0.071484,1278,3402.711625
0.192157,1075,3416.06303
-0.016771,760,3425.325764
0.44947,2014,3449.069476
0.126948,1116,3462.778057
0.652918,1110,3476.413063
0.401637,1464,3493.52979
0.592497,1597,3513.313215
-0.166979,874,3523.188432
0.102703,1307,3539.545946
0.435107,1740,3558.786594
0.287527,1550,3576.289798
0.557071,1430,3592.288815
0.145057,1418,3609.116058
0.26722,1186,3622.135053
0.136519,1566,3639.314675
0.118519,948,3649.71013
-0.004138,992,3661.077194
0.450721,2216,3686.411819
0.38497,1402,3701.158361
0.412923,1576,3719.652578
0.151921,1294,3734.217308
0.05432,1491,3751.412854
0.046887,1413,3767.434322
0.637783,1028,3778.927573
0.365808,1237,3792.29829
0.373006,1741,3812.364957
0.181799,1263,3826.551014
0.145711,1076,3838.218731
0.168057,910,3848.228988
0.010862,974,3859.78963
-0.085274,696,3867.11078
-0.088118,855,3877.017188
0.168059,1392,3892.627733
0.026518,1203,3905.830735
0.667112,891,3915.802368
0.144807,1352,3931.296405
0.225816,1376,3946.916596
0.097668,1177,3959.839843
0.682875,1082,3971.41248
0.330699,1728,3990.967718
0.037518,1109,4002.540813
0.521696,1083,4015.290227
0.701395,723,4022.62191
0.128238,1325,4037.894569
0.253965,1443,4053.83146
0.521254,1267,4068.026017
0.354737,1479,4085.148987
0.310153,1321,4100.015927
0.213936,1171,4113.28766
-0.079913,967,4124.813579
0.302357,1527,4141.138383
0.345773,1705,4161.490236
0.558463,1227,4174.816484
0.03532,1251,4189.297156
0.594189,1274,4203.949519
0.213692,1702,4222.979431
0.308404,1691,4242.981111
0.328661,1954,4265.240294
0.206816,1604,4282.863674
0.527607,1346,4298.591939
0.167701,1289,4312.978684
0.119519,1402,4328.676042
0.186396,1648,4347.257492
0.060959,922,4357.381076
0.120238,1355,4372.927638
0.231783,1671,4391.439956
0.584946,1372,4406.151057
0.416553,2507,4434.988467
0.458779,1225,4449.254522
0.02755,1140,4461.234284
0.307206,1989,4483.953726
0.339843,1680,4502.628476
0.377036,1781,4522.803198
0.7737,541,4528.607367
0.317495,1687,4547.220473
0.555054,1081,4559.90846
0.348908,1426,4575.852412
0.243053,1536,4593.246881
0.104926,1307,4607.879401
0.35594,1498,4625.134707
0.310258,950,4635.452195
0.323661,1510,4653.07078
0.31545,1383,4668.817903
0.00755,1177,4681.596848
0.342773,1433,4697.424759
0.231688,1414,4713.414641
0.2513,1870,4734.604649
0.435551,1632,4752.906099
0.267488,1301,4767.25056
-0.16244,871,4777.258164
0.274863,1692,4796.091667
0.298773,1444,4812.264949
0.49775,1552,4829.489635
0.043437,1217,4843.63142
0.115139,979,4854.915756
0.2623,1540,4872.18259
0.484916,1323,4886.853578
0.704288,853,4896.701957
0.302357,1765,4915.692607
0.285042,1362,4931.65403
0.597398,1142,4944.591759
0.577003,1619,4963.317716
0.327206,1383,4978.172239
-0.007357,1008,4989.527383
0.712956,733,4998.22333
0.491094,1566,5015.813414
0.073959,1221,5029.99795
-0.043298,990,5040.51923
0.519018,1262,5054.916749
0.029136,1350,5070.699744
0.354908,1503,5087.819931
0.110014,1450,5103.83616
0.663513,816,5112.586316
0.421498,2065,5135.486111
0.129921,1255,5150.049665
0.591061,1322,5165.4879
0.54739,1376,5180.347906
0.359876,1547,5197.733383
0.668562,972,5209.183719
0.026139,1188,5222.587141
0.464579,2038,5245.691247
0.499618,1106,5258.615978
0.35294,1794,5278.642157
0.47744,1633,5297.458794
0.33245,1287,5311.97026
0.304206,1927,5334.011131
0.160515,1199,5347.278428
0.531698,1381,5363.29355
0.383843,1259,5377.972137
0.54988,1526,5395.32322
0.543759,1527,5412.657652
0.464272,1690,5431.867793
0.326206,1259,5446.128734
0.230688,1576,5463.489529
0.305924,1147,5476.549252
0.489705,1152,5489.600249
0.260527,1848,5510.161999
0.492282,1280,5524.81054
0.275598,1341,5540.701882
-0.218029,736,5549.218143
-0.038422,1033,5560.978242
0.181714,1971,5583.155735
0.308258,1649,5601.791377
0.491459,1390,5617.546404
0.274598,1428,5633.683088
0.222488,1195,5647.031106
0.69464,722,5655.627324
0.267138,1563,5673.128394
0.366843,1580,5691.15205
0.332773,1717,5711.675894
0.207866,1124,5724.747663
0.313206,1613,5742.691233
0.615963,1485,5760.054595
0.322621,1184,5773.259474
0.17323,1337,5789.099409
0.632859,750,5797.017091
0.146711,2069,5821.102338
0.107948,1283,5835.851723
0.362908,1926,5857.865725
0.545325,1334,5872.9744
0.268378,1218,5887.50783
0.332737,1564,5905.42521
0.137807,1690,5924.890439
0.512472,1354,5941.115992
0.598398,1142,5954.338174
0.257378,1227,5967.700222
0.312495,1548,5985.189434
0.342,1542,6002.885984
0.540639,1396,6019.247468
0.073305,1307,6034.819223
-0.110312,952,6046.869089
-0.138159,585,6053.264979
0.663033,1032,6065.247508
0.143711,1290,6080.726256
0.625234,989,6092.619577
0.315495,1841,6114.746153
0.016139,814,6124.013357
0.198688,1055,6136.324579
0.515556,1641,6155.78416
0.556406,1266,6170.653786
0.206936,1664,6190.068152
0.254053,1798,6211.057608
0.054518,1444,6228.173722
0.2503,1423,6245.112403
0.335661,1393,6262.310744
0.232384,1396,6279.929045
-0.344,799,6289.653043
0.208936,1165,6303.430675
0.235167,1719,6325.181443
0.151564,1340,6341.221251
0.320308,1564,6360.812594
0.059519,721,6368.935634
0.35197,2010,6393.172035
0.134564,1187,6407.234667
0.314495,1550,6426.293956
0.419905,2155,6453.038778
0.477265,1241,6468.588798
0.185322,1344,6483.933109
0.665446,1090,6497.459645
-0.077913,1345,6512.762429
0.306153,1798,6534.252605
0.110344,960,6546.04652
0.540577,1239,6561.212889
0.135057,1055,6573.7034
0.123519,1208,6587.790422
0.018518,1228,6603.119998
0.543089,1508,6621.216071
0.569762,860,6630.868028
0.015855,1205,6645.96267
0.676381,978,6657.057016
0.626548,1183,6672.171992
-0.025138,811,6681.959136
0.353908,1718,6702.365711
0.581679,1284,6717.620556
0.615589,1195,6732.487979
0.190014,1462,6750.07885
0.316258,1507,6768.896655
0.11365,1165,6783.167841
-0.096312,1159,6797.608157
0.255589,1534,6816.560681
0.035518,1315,6832.539666
0.482585,1605,6852.949658
0.712748,946,6864.04333
0.2543,1546,6882.56054
0.530204,1429,6900.705792
-0.017771,1238,6914.640441
0.231688,1837,6937.55459
0.127564,1022,6949.95962
0.296924,1581,6968.855687
0.31758,1351,6985.930681
0.023518,992,6997.634221
0.637712,1264,7013.099992
0.078959,1043,7025.613319
0.291042,1654,7045.891037
0.245783,1311,7061.730133
0.315098,1323,7078.501569
0.164883,1273,7093.849227
0.501007,1802,7115.965568
0.555924,1365,7132.298456
0.638953,1076,7146.176795
0.597446,1090,7158.923405
0.470589,1687,7180.43847
0.277924,1115,7193.22033
0.336737,1894,7216.540977
0.339808,1781,7238.131847
0.272667,1276,7253.478762
0.117344,1207,7267.333389
