#{"t_start": 1680618620.5979824, "env_id": null}
r,l,t
0.298258,1798,27.716616
0.682344,963,38.687349
0.339843,1474,56.841347
0.081701,992,67.701295
0.011402,983,79.718077
-0.165677,694,87.987511
0.669809,1012,100.301895
0.37097,1860,123.154617
0.180714,1654,143.147541
0.027136,1056,155.574236
0.011959,834,166.237176
0.466326,1728,186.415308
0.021518,759,195.5372
0.348908,1277,211.094816
0.025518,1440,227.864401
0.298098,1364,244.576717
0.073728,826,254.03436
0.345737,2075,279.8553
0.630451,880,289.539325
0.298153,1250,304.810189
0.045437,974,317.020392
0.496161,1887,340.051676
0.11365,1418,357.059107
0.253053,1015,369.333243
0.053994,1008,380.589351
0.237432,1457,398.364772
0.172059,1860,420.023445
-0.127489,819,430.260439
0.313495,2482,459.662959
0.468273,1573,478.269941
0.154314,1498,496.80674
0.684956,733,505.980038
-0.107,1033,518.190905
-0.019345,1148,532.258684
-0.041282,963,543.242853
0.438927,1454,561.211913
0.268734,1691,581.079903
0.481459,1651,600.760435
0.359808,1968,624.289984
0.018518,1088,637.908796
0.37097,1624,657.025401
0.479115,1618,677.174713
-0.047345,932,688.288039
-0.134189,710,697.461266
0.143043,964,708.686765
0.727686,730,717.743878
0.431133,1075,731.23431
0.194432,1292,746.850524
0.173396,1391,762.769526
0.220053,1312,779.518211
-0.025337,883,790.018872
0.279799,1292,805.761747
0.07087,1227,820.005078
0.179495,1579,840.228688
-0.022502,816,849.834729
0.48025,1886,873.018277
-0.044674,1067,885.599535
0.096692,1575,903.900617
0.105344,1162,917.754556
-0.237288,1128,931.153876
0.2703,1913,954.286529
0.484393,1555,972.737911
0.310404,1728,994.566772
0.35497,2042,1020.04674
0.109028,1103,1033.011012
0.094023,1008,1045.41319
0.153314,1155,1059.287496
0.05049,986,1071.776392
0.166059,1899,1094.69517
0.327699,1899,1117.295761
0.36894,1530,1135.634113
-0.017502,1203,1149.745984
0.319308,1473,1168.375681
0.350908,1764,1189.142742
0.229384,930,1201.311573
-0.009771,1107,1214.370252
0.119023,1350,1231.067615
0.016643,876,1241.788
0.061959,1773,1263.192183
0.004855,1255,1277.516297
0.237688,2055,1302.694722
0.085538,1031,1315.155576
0.559034,1295,1331.722915
0.37294,1968,1354.93509
-0.160979,961,1366.162654
-0.11533,1407,1383.389282
0.716501,913,1395.653841
0.248053,1342,1412.136258
0.181714,1411,1429.31213
0.354843,2201,1455.640906
-0.122719,996,1467.942108
0.160515,1462,1485.118804
0.113948,1394,1502.035221
0.55508,1138,1515.651144
-0.118489,988,1528.123317
0.257053,2029,1553.771189
0.53575,1338,1570.635635
0.093668,893,1582.17171
0.021703,709,1591.825716
0.128057,1101,1604.193856
0.24822,1772,1624.690584
0.479726,1595,1643.335168
0.492342,1482,1660.058912
0.724507,852,1670.084374
-0.195034,835,1679.101265
-0.225288,1047,1691.753781
0.145519,935,1702.544095
-0.017771,1417,1719.168867
0.206667,1488,1736.493504
0.266667,1133,1748.654876
0.343,1794,1770.572988
0.649159,1086,1782.673775
0.000862,1006,1794.44594
0.481789,1535,1812.066926
0.643875,1082,1824.059609
0.350808,1472,1841.25978
0.303357,2066,1864.636353
0.472469,1333,1879.301341
0.354,1837,1901.259758
0.557699,1304,1916.16169
0.38597,1392,1932.316372
0.601211,1565,1950.235515
0.115948,1309,1965.175707
0.114344,1101,1978.570072
0.271453,1392,1994.911186
0.200153,1236,2010.237567
0.522998,930,2022.980386
0.200924,1750,2044.198266
0.466858,1518,2061.464315
0.227488,1583,2079.900959
0.246936,1086,2091.609511
0.258453,1334,2106.23287
0.502229,1444,2123.142263
-0.174979,808,2132.017271
0.694254,622,2139.163469
0.269667,1441,2155.041286
0.171043,979,2166.125733
0.46534,1616,2183.350232
0.180515,1312,2198.75149
0.233783,1434,2214.439362
0.321357,1527,2231.373693
0.683251,1137,2244.262009
0.63158,1067,2255.901846
-0.346,836,2265.704462
0.154124,1506,2281.850452
0.581731,1219,2295.836541
0.291098,1601,2313.288182
0.102368,1319,2328.633878
0.258053,1024,2340.107593
0.560778,1200,2353.10514
0.307598,1255,2367.317937
0.270688,1459,2383.361882
0.536358,1830,2404.131006
0.295153,1628,2421.63375
0.280527,1298,2435.916241
0.185488,1398,2451.886198
0.327621,1767,2471.910309
-0.145677,928,2482.052507
0.296843,1614,2500.601138
-0.146159,942,2510.679763
0.51534,1616,2529.203295
0.212053,1243,2543.105689
0.61737,830,2551.896993
0.314538,1181,2564.788873
0.189866,1272,2578.85842
0.024881,1153,2591.748188
0.264488,1221,2605.724725
0.664257,835,2614.448596
0.424585,1504,2631.487961
0.033643,876,2641.424066
0.647086,915,2651.452669
0.439625,1325,2666.040442
0.440401,1420,2682.555133
0.37094,1473,2698.432232
0.07387,1561,2715.449841
0.669865,1175,2728.300036
0.509108,1627,2746.914703
-0.339,854,2756.541115
0.242876,1297,2770.963319
