#{"t_start": 1680618620.6389818, "env_id": null}
r,l,t
0.195432,1337,21.822141
0.194557,1416,38.615349
0.34858,1431,55.635145
0.292598,1213,70.234045
0.090272,1188,84.462968
0.438706,1544,103.131364
-0.345,463,109.14206
0.590183,1294,124.597372
0.007862,1252,139.904093
-0.151677,802,149.350352
0.02932,1163,163.315307
0.131807,1325,178.807105
0.063971,1231,193.808281
0.31858,1960,217.192252
0.300308,1567,235.728514
0.511589,1687,256.764589
0.00755,1243,271.279621
0.510694,1170,284.876271
0.654485,843,295.340607
0.261527,1056,308.039696
0.252053,1623,327.942912
0.042887,1506,346.292157
0.407855,2214,372.56547
-0.124489,638,380.310868
0.176495,1179,394.111484
0.35197,1650,413.631097
-0.119719,762,422.832312
0.257453,2181,448.682318
-0.138268,639,456.530237
0.679726,1039,468.998705
0.557446,1090,482.536097
0.154057,1199,496.745739
0.260783,1145,510.577966
0.05865,1339,526.310536
0.198396,929,538.245995
0.455311,1768,559.630135
0.316206,1501,576.641821
0.028139,1267,591.744363
0.34994,2407,620.895647
0.33758,1398,637.951797
0.083807,1454,655.368968
0.280598,1778,677.178714
0.491589,1659,697.538268
0.602577,1239,712.911505
0.37394,1405,729.793715
0.318042,1604,748.691148
0.287863,1572,768.581627
0.190396,1968,791.713138
0.422632,2311,819.806078
0.297153,1669,840.395598
0.122028,1523,859.05117
0.090344,1008,871.462801
-0.154677,820,880.914259
0.173883,1658,900.715163
-0.020502,1055,913.152268
0.037136,816,923.355729
0.197564,1314,938.594727
0.426758,1676,958.949214
0.018518,1143,972.548913
0.442311,1908,996.178843
0.309863,1289,1012.311131
0.037437,1299,1028.014618
0.234688,1608,1048.185863
0.543168,974,1059.258489
0.581697,1117,1073.312068
0.24922,1448,1090.261616
0.024881,1141,1103.812689
0.281924,1688,1124.677969
0.539804,1743,1145.171866
0.507679,1284,1160.643185
-0.339,891,1171.805309
0.349808,1470,1190.296888
0.590974,1379,1206.384404
0.149711,1486,1224.918405
0.666654,628,1232.668011
-0.16735,722,1241.668998
0.150124,2085,1266.48829
0.246053,1437,1283.582271
0.495368,1154,1297.766367
0.32294,1368,1314.733577
0.156515,1100,1327.448619
0.17423,1124,1341.158784
0.064994,1077,1354.680093
0.064926,1185,1368.99779
0.155124,1228,1383.332283
0.217277,1491,1402.528744
0.135043,1526,1421.446304
0.084926,1438,1438.571096
0.127057,1530,1457.10311
0.490257,1307,1472.652276
0.127314,896,1483.434713
0.290042,1643,1503.428974
0.366737,1491,1521.724303
0.504402,1190,1536.034615
0.535907,1358,1553.695184
-0.101406,886,1565.231418
0.272783,1555,1585.184696
0.06087,1351,1601.113718
0.281734,1677,1620.280024
0.021881,1073,1633.116528
-0.143677,768,1641.877379
0.068421,718,1649.793668
0.073238,1595,1668.551117
0.35,1537,1686.088944
0.033136,1080,1698.021322
-0.168791,1271,1713.397873
0.829591,632,1720.72832
0.194396,1267,1735.220188
0.146807,1327,1751.016563
0.683779,742,1759.005211
0.018862,809,1769.057972
0.156711,1325,1784.12606
-0.337,908,1794.532757
0.60356,1382,1810.588138
0.289042,1656,1829.688146
0.328661,1582,1847.218913
-0.056531,1077,1859.958846
-0.17735,964,1870.442014
0.345538,1238,1884.935205
