#{"t_start": 1680618620.706982, "env_id": null}
r,l,t
0.020225,1048,18.60177
0.256378,1292,33.828418
0.266667,1253,49.032585
0.556507,1571,67.356746
0.234277,1794,89.107836
0.336661,1498,107.46302
0.022229,657,115.236996
0.452637,1528,133.775906
0.034136,1026,146.094538
0.459568,1112,158.742558
0.228053,1335,175.401557
0.34545,1831,197.021293
0.226564,1151,211.032816
0.298799,1511,229.076119
0.240688,1603,247.731721
0.459139,1854,271.013621
0.343876,1593,289.383326
-0.086274,1141,303.170916
0.005862,1056,315.739164
0.46181,1937,339.991676
-0.020462,891,350.726246
-0.140111,808,360.164755
0.336737,1397,377.029025
0.312495,1557,395.418231
0.348808,1226,410.264647
-0.042298,855,419.862421
0.234876,2078,444.245875
0.158272,1394,461.258552
0.122057,1839,484.012371
0.519594,1706,504.466821
-0.129489,870,515.015749
0.559916,1323,530.686913
0.558936,1416,547.639508
0.106557,2040,571.957679
0.35094,1788,593.207905
0.666506,1051,605.574612
0.061421,1103,619.266978
0.184714,1074,631.994488
0.260378,1384,649.059769
0.490774,1630,669.231384
0.191157,1319,685.034185
0.57033,1355,701.948756
0.103028,1481,719.298496
0.575529,1285,734.667268
-0.336,431,740.592701
0.199297,1455,757.918737
0.197157,1257,773.348664
0.198515,1481,791.415136
0.079926,1638,810.607296
0.619026,1168,824.619698
0.174807,1510,843.499351
0.220277,1489,862.054503
-0.080133,924,873.081279
0.143432,1255,888.500402
0.154807,1555,906.696726
-0.162979,611,914.278345
-0.016771,860,924.654313
0.593498,1319,939.929945
0.088302,1387,957.04229
0.169701,1254,971.156768
0.319495,1779,993.114898
0.348908,1513,1012.318129
0.173396,1757,1034.239696
0.447551,1305,1049.855903
0.267598,1543,1068.611217
0.219384,1693,1088.659206
0.583306,1539,1106.846162
0.101139,919,1118.618335
0.197432,1428,1135.578114
0.000139,902,1146.472102
-0.055674,1250,1161.874382
0.291843,1861,1184.249756
0.270598,1274,1199.910404
-0.041531,1170,1214.225274
0.056484,1560,1232.847011
0.335808,1492,1251.214462
0.182714,1752,1272.45713
0.094139,1221,1286.753208
-0.137189,838,1297.575366
-0.139121,781,1306.970932
0.052437,1069,1319.764915
0.2503,1635,1339.530272
0.321538,1446,1356.57819
0.194297,1385,1373.799668
-0.142159,744,1383.056284
0.418892,1835,1405.820973
0.344843,1812,1427.90556
0.212053,1321,1444.424067
0.259589,1376,1461.310219
0.216053,1179,1475.328078
0.092515,1155,1489.241038
0.609953,1243,1503.513998
0.135807,1335,1520.124887
0.330699,1617,1540.548675
0.181557,1137,1553.992193
0.757197,858,1565.417422
0.217816,1199,1581.639707
0.342876,1613,1600.911718
-0.144979,677,1608.569944
0.089305,1074,1621.375412
0.503896,1936,1643.35017
-0.022623,826,1652.698866
0.140272,1170,1666.730002
0.119344,1206,1680.140366
0.143711,1233,1694.576754
0.560807,1432,1711.52499
0.212816,1793,1732.035172
0.085302,1271,1746.698907
0.254053,1310,1761.803927
0.624323,1348,1776.913847
0.527509,1669,1796.077598
0.101668,1028,1808.841512
0.306598,1186,1822.251171
0.467501,1756,1842.488958
0.321,1162,1855.525873
0.662023,925,1865.915879
0.270598,1416,1881.900329
-0.167979,744,1890.68278
0.331308,1768,1911.447952
0.190714,1326,1926.350809
0.273799,1372,1942.708831
0.407166,1691,1961.899463
0.223936,1325,1977.072675
0.297153,2157,2003.127739
-0.159677,807,2013.383898
0.285042,1291,2029.823029
0.453895,1890,2052.50287
0.540393,1555,2070.087311
0.374808,1338,2085.612369
0.575625,1360,2100.174642
0.076728,854,2110.237453
0.47248,1660,2128.928809
0.099028,1604,2147.388218
0.263965,1462,2163.280611
0.70854,1040,2174.574142
-0.351,719,2182.89623
0.32158,1214,2196.051496
0.188883,1110,2208.745308
