#{"t_start": 1680618620.5359814, "env_id": null}
r,l,t
0.138807,1422,23.224307
-0.313,758,32.338928
0.276843,1201,46.345266
0.220053,1144,59.958649
0.19023,1297,75.166647
0.5842,1155,89.361837
0.270734,1415,106.353744
0.080484,986,118.566231
0.299308,2114,143.457037
-0.015771,1209,158.574562
0.345876,1532,177.137711
0.462202,1821,198.6698
0.680955,1006,211.063816
0.234783,1252,226.096113
0.38994,1767,246.398508
0.16923,1341,263.42783
0.355876,1614,281.92955
0.534006,1646,301.811632
0.572018,1262,317.286394
0.179714,1391,334.16512
0.659673,1061,346.721392
0.080926,1012,358.978505
0.330699,1906,382.081633
0.18023,1257,397.043733
0.014402,1038,409.194811
0.228157,1209,423.162299
0.114519,1689,444.027879
0.151272,1290,459.542734
-0.168979,749,468.808704
0.137272,1126,481.431869
0.170495,1230,496.828739
0.320495,1769,518.225907
0.096495,1144,532.275686
0.138272,1250,547.44302
0.2683,1675,567.352961
0.742294,914,578.013326
0.104028,1710,597.944783
0.157515,1519,616.300561
0.215167,1499,634.858937
0.078926,1171,649.074575
-0.141121,766,658.328671
0.721102,712,666.515627
0.501865,1263,682.109279
0.294098,2464,712.862504
0.144043,1704,733.003559
0.35394,1463,750.388128
0.561523,1118,764.146571
0.332773,1788,785.756419
0.324538,1644,805.870749
0.152711,1327,821.576584
-0.004357,879,832.556342
0.515046,1329,848.527761
-0.084138,806,859.045937
0.05932,1056,871.645802
0.462864,1814,893.306036
0.052437,940,904.008617
0.444446,1642,923.708173
0.205014,1270,938.790728
0.021518,1052,951.237841
0.339258,1714,972.529913
-0.030295,1020,985.01216
-0.13744,627,992.940899
0.037518,1021,1005.766875
0.582402,1253,1020.432917
0.35194,1511,1039.242459
-0.022406,1025,1051.67488
-0.35,744,1060.810016
0.333773,1490,1079.32295
-0.099489,744,1088.383114
0.535734,1388,1103.95569
0.168883,1470,1121.840723
0.188157,1608,1140.848499
0.258378,1890,1164.013869
-0.058531,1448,1182.475661
-0.137189,1082,1195.368964
0.138272,1441,1212.813464
0.01355,753,1221.947333
-0.007502,1098,1235.719368
-0.015074,826,1245.303717
0.325661,2451,1274.430778
-0.348,635,1282.266331
0.306258,1022,1294.763351
0.017881,1026,1307.312889
0.208098,1094,1321.182919
0.246053,1534,1339.573951
-0.045422,813,1349.003054
0.199701,1320,1364.697588
-0.030298,1068,1378.450882
0.207692,1285,1394.333645
0.368699,1653,1415.140474
0.642365,973,1426.431293
0.262453,1630,1446.282755
-0.17235,628,1454.022406
0.515333,1490,1472.380011
0.108028,1005,1483.612094
0.284042,1707,1504.903693
0.197432,1227,1518.941149
0.355699,1396,1536.233615
0.640802,1088,1550.581736
-0.092603,847,1560.879324
0.052484,1029,1574.114197
0.311404,1189,1590.23325
0.486652,1677,1609.906203
0.563455,1202,1623.260621
0.280863,1916,1645.208063
0.519804,1743,1665.696667
-0.291452,639,1673.016888
0.310153,1832,1693.538331
0.448039,1958,1716.573025
0.647535,1024,1728.151665
0.553879,878,1738.334259
-0.206126,1011,1750.017663
0.597047,1236,1764.816576
0.143495,1210,1778.499352
0.490868,1470,1795.928092
0.238876,1663,1814.995018
0.186883,1460,1831.349082
0.02255,887,1841.490778
0.275863,1508,1858.780499
0.331,1577,1876.392253
0.546325,1260,1891.046075
0.484894,1337,1907.080943
0.096368,924,1917.677638
0.569077,1192,1931.089197
-0.019295,1050,1943.239464
0.489734,1388,1959.250692
0.181396,1206,1973.810444
0.476637,1464,1990.560492
0.112368,784,2000.036848
0.475394,1113,2014.934103
-0.17235,835,2025.065173
0.080305,1182,2041.00696
0.507124,1524,2057.279302
0.568798,1044,2069.893999
0.507698,1381,2084.693258
0.295799,1673,2103.290439
0.163711,986,2114.716364
0.298843,2511,2143.391788
0.653251,1137,2156.250059
0.532209,1216,2169.111147
0.123519,1197,2182.951234
0.189557,1086,2194.713861
0.622038,1350,2210.100123
-0.014942,1124,2221.780261
0.428993,2020,2244.534011
0.630134,1422,2260.383584
0.087297,1134,2273.197369
0.486706,1544,2290.340854
0.068484,968,2301.660161
0.435712,1264,2315.890495
-0.163979,701,2323.2723
0.504206,1956,2344.770879
-0.047345,868,2354.687563
0.252876,1141,2367.481938
0.138876,1173,2380.560558
-0.020282,853,2390.265046
0.465735,1724,2408.987415
0.026737,1179,2422.751661
0.35094,1506,2438.973665
0.47649,1707,2458.818019
0.610855,1060,2470.478866
0.71862,751,2478.973812
