#{"t_start": 1680618620.820981, "env_id": null}
r,l,t
-0.125489,747,13.91124
0.173396,1854,36.791129
0.151124,1144,50.564244
0.573957,1493,67.520298
0.315924,1407,84.524265
0.351808,1714,105.942747
-0.030345,857,115.52935
0.051518,847,126.164596
0.53223,1475,144.396034
0.018862,1067,156.894502
0.103703,1057,169.428163
0.321621,1607,189.022787
0.38697,1374,206.005282
0.288098,1948,228.894122
-0.030295,990,240.164219
-0.263034,763,249.220959
0.587885,1296,266.170997
-0.337,634,273.73716
0.011058,1241,287.678539
0.206432,1560,306.355074
-0.000357,1080,319.986094
-0.005138,994,332.118727
0.348876,1628,351.014479
0.045737,1311,367.569078
0.231688,1248,381.891633
0.270453,1273,396.913733
0.119948,1428,413.634281
0.37794,1285,428.885922
0.111948,1364,445.472295
0.607783,1028,457.909497
0.240488,1399,474.859372
0.166564,915,485.747886
0.532481,1292,501.36066
0.167124,1281,516.669691
0.33845,1355,533.565176
0.024225,999,545.755367
0.108948,1222,559.820645
0.202297,1375,576.326822
0.495737,874,586.865153
0.261527,1589,605.400612
-0.163345,873,616.043563
0.273598,1082,629.879644
0.661267,895,640.759166
0.264453,1852,662.817923
0.213557,1630,683.076424
0.554219,1635,702.172059
0.290667,1521,720.738449
-0.086274,770,729.921713
0.581143,949,742.040037
-0.24335,618,749.754932
0.062421,1325,765.433249
0.258053,1200,779.595724
0.45469,1578,799.281793
0.189396,1479,816.620529
0.262527,1571,836.714774
0.338661,1568,855.738474
0.285042,1795,877.370825
0.051437,751,886.681751
0.066421,1086,899.017877
0.463103,1516,917.243087
0.171921,1192,930.925878
-0.06106,1218,945.842604
0.129057,1329,961.827129
0.10465,1619,981.53522
0.321538,1639,1002.292962
0.116519,1371,1018.572527
0.19923,1288,1034.370698
0.475359,1166,1049.416624
0.027136,969,1060.438959
0.153322,1288,1076.219826
-0.149268,711,1085.144532
0.478122,1730,1105.074977
0.265688,1249,1120.154818
0.350699,1063,1132.700224
0.311495,2293,1160.477183
0.699311,585,1168.263886
0.033136,923,1179.362045
0.17323,1379,1196.535569
0.037887,1164,1210.700102
0.553679,1284,1226.197681
0.164701,920,1237.126562
0.153124,1146,1251.080462
0.341357,1433,1268.03836
0.44723,1853,1291.102665
0.527503,1397,1308.195106
0.638783,1028,1320.796916
0.198396,1905,1343.669562
0.492775,1869,1365.780385
0.261378,1136,1379.821342
0.270667,1491,1398.952434
0.31545,1177,1413.360153
0.697322,1052,1425.982295
0.299734,1128,1439.752825
0.35694,1624,1459.652967
0.445864,1814,1481.346781
-0.026282,1266,1496.778249
0.546008,1211,1510.802186
0.17223,1108,1524.601715
0.290667,1401,1542.080183
0.641428,1046,1555.255842
0.114519,1352,1572.151813
0.10665,1553,1593.077907
0.289527,2191,1618.224486
-0.326,1010,1629.817775
0.486297,1820,1650.7745
0.254378,1595,1668.504117
0.656164,939,1679.831369
0.021139,1168,1693.01815
0.150948,1301,1708.419076
0.253167,1823,1729.17018
0.025737,1519,1746.728908
0.469459,1651,1766.013038
0.234688,1646,1785.40363
0.526557,1252,1799.911223
-0.344,478,1804.705565
0.435904,1762,1825.194301
0.551595,1480,1842.413961
0.103023,1179,1855.52687
-0.048345,1203,1868.915286
-0.09033,645,1876.103257
0.683961,940,1887.553612
0.32445,1350,1902.750084
0.204816,1664,1921.951267
-0.169677,656,1929.452143
0.140272,1184,1943.070465
0.567562,972,1954.550684
0.595159,1086,1967.578336
0.58048,1326,1982.824871
0.545032,1156,1996.372744
0.450234,1875,2021.08885
0.270667,1694,2042.362975
0.051484,1237,2056.538302
0.06487,1088,2068.38283
0.04532,1014,2079.91196
0.72975,907,2089.954293
-0.057771,923,2099.983645
