#{"t_start": 1680618620.5359814, "env_id": null}
r,l,t
-0.041282,1650,25.179703
0.477116,1645,44.972401
0.02455,1267,60.09565
0.600054,1081,73.384743
0.32645,1752,94.228608
0.37397,1958,118.447109
0.121816,1191,132.545189
0.31858,1259,147.887785
-0.168677,777,157.080308
0.282924,1951,180.311305
0.541891,1620,200.114001
-0.172791,767,209.476433
-0.18035,901,220.107748
-0.347,747,229.060402
0.054971,1170,243.033744
0.234384,1578,261.868997
-0.024345,1049,274.393688
-0.128489,1222,289.262488
-0.35,910,300.028502
-0.020298,931,311.163597
0.045971,1681,331.250468
0.285984,1662,351.267477
-0.018623,1284,366.643852
0.492012,1408,383.680312
0.432956,1593,402.962212
-0.071913,851,412.376018
0.255167,1314,428.765921
-0.125489,681,436.580059
0.07823,1233,451.651291
0.259378,1376,467.621689
0.257453,1643,487.636364
0.267598,1553,506.293225
0.343876,1786,527.837933
-0.161979,828,538.353995
0.550543,1434,555.362123
0.07187,1193,569.165365
0.178396,1162,582.855779
0.267667,1856,605.399148
0.385963,1485,622.87458
0.328699,1459,641.251167
0.076959,1605,660.165778
0.35365,2063,685.348186
-0.134121,889,696.237098
-0.011623,1130,710.212449
0.5069,1752,731.535379
0.490815,1310,747.220525
0.131564,1227,762.474298
0.277527,1592,781.313341
0.094668,1429,798.386295
0.277378,1528,816.947526
0.235783,1968,841.848094
0.202297,1308,857.599852
0.054994,1167,871.668802
0.51804,1601,891.490577
0.32158,1573,909.899316
0.086926,1182,923.587173
0.439794,1949,946.366853
0.282598,2094,972.412912
0.054437,872,982.135221
0.071139,971,994.706775
0.368661,1219,1010.535471
-0.323,497,1015.841691
0.048971,1249,1031.390479
0.332661,2146,1057.665394
0.341661,1689,1078.025789
0.18523,1213,1093.076896
0.126057,1242,1106.973181
0.185258,1703,1127.989442
0.418655,2327,1155.895261
0.353908,1454,1173.56826
0.35497,1739,1195.252969
-0.022623,1052,1207.815617
-0.040298,1050,1220.476818
0.138043,1193,1235.611367
0.020225,1020,1247.050922
0.238488,1743,1268.266366
0.019518,1118,1282.02533
0.241965,2063,1307.154889
0.195876,1446,1324.552756
0.324,1258,1339.712272
0.484661,1715,1359.950237
-0.24835,437,1365.947384
0.079538,1682,1386.428053
0.468732,1826,1409.189488
0.017855,971,1421.504305
0.463043,1721,1441.873211
-0.030282,1077,1455.419904
0.328908,1946,1478.624956
0.202396,1283,1494.149474
0.600033,1032,1506.498879
0.434386,1708,1526.847021
-0.046674,931,1539.162309
-0.013623,1017,1552.064923
0.102866,1038,1565.349419
0.479773,1858,1588.82365
0.647148,787,1598.408194
0.434046,1866,1620.119695
0.287042,1516,1637.634017
0.076728,967,1648.236692
0.291598,1377,1664.335497
0.156515,1515,1681.824734
0.470739,2075,1705.848419
0.199432,1501,1723.428679
-0.085357,1132,1736.618508
0.510612,1472,1753.021368
0.357843,1245,1767.880664
0.308153,1412,1784.22406
0.432438,1679,1803.397932
0.011058,803,1812.378924
0.204258,1433,1829.654957
0.337661,1539,1847.015913
0.516779,1225,1860.375845
0.332773,1488,1877.630482
0.244138,1606,1895.656998
0.615875,1082,1908.818524
0.503529,1807,1929.548541
0.623739,1140,1943.016832
0.157322,1885,1964.873559
-0.031345,875,1974.249643
0.095368,1223,1989.071544
0.319538,1163,2003.308738
0.522229,1287,2019.996664
0.720872,810,2029.998028
0.013139,1020,2042.919974
0.675238,1015,2054.290576
0.489071,1592,2072.818539
-0.019502,1048,2084.45117
0.679737,874,2094.260188
-0.162979,861,2103.29844
0.331621,1481,2120.401725
0.071139,1213,2134.640445
-0.113489,1102,2146.385777
0.25422,1554,2163.589632
0.180714,1200,2177.301262
-0.35,589,2183.334232
0.545124,1524,2200.418355
0.265667,1594,2218.669544
-0.033282,852,2227.45265
0.26022,1653,2245.998016
0.123792,1640,2264.586469
-0.145268,1161,2277.499456
-0.071913,883,2287.456232
0.221816,1810,2307.510643
0.282876,1365,2323.13476
-0.338,597,2329.089879
0.611748,946,2340.270594
0.469368,1154,2353.079141
0.518337,1506,2370.078889
-0.083274,916,2380.337291
0.348908,2269,2404.719039
0.050484,959,2415.912711
0.513545,1678,2434.367003
0.240488,1227,2448.756545
0.099028,1105,2460.577778
0.187059,1305,2475.049229
0.336737,1766,2495.153133
0.099028,1465,2511.853848
0.196014,1497,2528.09907
-0.288452,604,2534.983848
0.336773,1694,2553.509826
0.480668,1456,2570.150786
0.223488,1419,2585.759849
0.35594,1539,2602.862566
-0.093598,800,2611.571071
0.190714,1334,2626.982116
0.271734,2326,2652.784012
0.484811,1206,2665.953443
0.462053,1812,2685.822472
0.196059,1149,2698.597231
0.184866,1022,2709.876891
0.497229,1444,2726.524678
-0.120312,1060,2738.230793
0.271799,1943,2759.598367
0.17623,1544,2776.785417
0.425038,1350,2792.187411
0.791714,734,2799.775677
0.05332,906,2810.078031
0.307734,1357,2825.477617
0.044971,1091,2838.062276
0.441812,1603,2855.530995
0.330699,1558,2872.971552
0.203816,1799,2893.013849
