#{"t_start": 1680618620.9859805, "env_id": null}
r,l,t
0.334661,1737,26.102417
0.307357,1361,42.706581
0.588673,1061,55.191012
0.182701,1932,77.824859
-0.210034,997,90.428038
0.194157,1667,110.441958
0.753839,705,118.435232
-0.020345,1196,133.570909
0.068484,1069,146.06254
-0.15844,742,155.115239
0.457333,1490,173.384399
-0.041345,1014,184.696044
-0.346,851,195.215206
0.345876,1550,213.830291
0.312357,1851,236.535189
0.247138,1346,252.053269
0.39255,1786,273.91169
0.451357,1607,293.315518
0.679291,1020,305.701823
0.194157,1598,324.601108
0.452352,1718,345.870156
0.072139,1289,361.273944
-0.014623,956,372.277471
0.261527,1227,387.45187
0.345737,1630,405.983433
-0.169677,975,417.964829
0.534632,1258,433.041203
0.03232,662,440.741073
0.492958,1501,459.097734
0.649209,1216,473.272543
0.284598,1371,490.205327
0.36497,2013,514.66875
0.566846,897,525.57289
0.066421,1504,542.893856
0.307042,1686,563.828514
0.229432,1950,586.728153
0.304357,1531,604.949149
0.189157,1265,620.416648
0.218277,1188,634.560938
0.258378,1955,658.098675
0.35097,2519,689.265277
0.10765,1146,703.273265
0.327495,1273,718.756101
0.576846,1033,731.069382
0.326699,1890,754.274703
-0.126489,1410,771.403234
0.144384,1210,785.398421
0.224167,1287,800.990136
0.209692,1367,817.823886
-0.044674,969,829.171188
0.06187,1185,844.508789
0.201692,1285,860.144939
0.186014,1474,877.453823
0.688383,592,885.103231
0.254378,1503,903.126617
0.203816,1915,925.902415
0.131792,1197,939.703949
0.055971,1328,955.561954
0.24922,2520,986.329093
0.015855,1022,999.066106
0.443838,1447,1016.884605
0.206692,1620,1037.05475
0.183866,1439,1054.272974
0.210936,1552,1073.081071
-0.221029,1402,1089.846232
0.575465,918,1100.471466
0.359,1886,1123.130198
-0.058462,1023,1135.583347
-0.173312,966,1147.656135
0.304734,1535,1166.440491
0.067421,1293,1182.196976
0.73107,854,1191.989945
0.442823,1402,1209.242561
-0.017282,1119,1223.08111
0.144711,1021,1235.502366
0.531586,1545,1254.078344
0.616451,880,1264.68509
0.175883,1216,1279.892297
0.603228,1314,1295.701062
0.113238,1418,1312.937943
0.34258,1622,1332.919513
-0.06006,1045,1345.229395
0.443563,1988,1368.920788
0.658535,1024,1381.395548
0.770478,894,1392.572741
0.278598,1397,1410.316487
0.099703,1093,1424.127204
0.51355,1147,1437.963706
0.592625,1360,1453.745403
0.109948,1396,1470.741015
0.309357,1833,1493.473477
0.540434,1808,1514.895121
0.268378,1461,1532.559361
0.110668,1195,1547.179632
-0.062138,821,1558.42889
0.06387,1262,1574.914303
0.181866,1686,1596.312468
0.324098,1808,1616.773617
0.329404,1337,1631.615403
0.123792,1068,1644.530071
0.511695,1686,1663.825691
0.703955,1006,1675.411404
-0.231288,507,1681.301735
0.034136,1333,1696.099462
-0.171979,883,1706.849992
0.156124,1241,1721.583525
0.2503,1333,1736.417507
0.632458,993,1748.013879
0.354908,1528,1765.872038
0.115948,1218,1779.582423
0.690536,889,1790.067767
-0.091675,784,1799.741224
0.340773,1672,1818.894393
0.574674,1100,1830.880083
0.31345,1641,1849.665641
0.565159,1026,1861.366381
0.76348,610,1868.555676
0.310153,1296,1883.149517
0.075538,1681,1902.537084
0.327,1864,1924.513077
